libcaca 0.99.beta19-1
libcacard 2.5.2-1
libcanberra 0.30-6
libcanberra-pulse 0.30-6
libcap 2.25-1
libcap-ng 0.7.7-1
libcdaudio 0.99.12-7
libcddb 1.3.2-4
libcdio 0.93-3
libcdio-paranoia 10.2+0.93+1-1
libcdr 0.1.2-2
libchamplain 0.12.13-1
libcmis 0.5.1-1
libcroco 0.6.11-1
libcryptui 3.12.2-1
libcue 2.1.0-1
libcups 2.1.3-1
libdaemon 0.14-3
libdatrie 0.2.10-1
libdbus 1.10.8-1
libdbusmenu-qt4 0.9.3+15.10.20150604-3
libdbusmenu-qt5 0.9.3+15.10.20150604-3
libdc1394 2.2.3-1
libdca 0.0.5-4
libdiscid 0.6.1-2
libdmapsharing 2.9.34-1
libdmtx 0.7.4-5
libdmx 1.1.3-1
libdrm 2.4.67-2
libdui 1.2.10-1
libdv 1.0.0-6
libdvbpsi 1:1.3.0-1
libdvdcss 1.4.0-1
libdvdnav 5.0.3-1
libdvdread 5.0.4-1
libe-book 0.1.2-5
libebml 1.3.3-2
libedit 20150325_3.1-2
libelf 0.166-1
libepoxy 1.3.1-1
libetonyek 0.1.6-1
libevdev 1.4.6-1
libevent 2.0.22-2
libexif 0.6.21-2
libexttextcat 3.4.4-1
libfbclient 2.5.5.26952-2
libffi 3.2.1-1
libfm 1.2.4-1
libfm-extra 1.2.4-1
libfm-gtk2 1.2.4-1
libfontenc 1.1.3-1
libfplll 20160331-1
libfreexl 1.0.2-1
libftdi-compat 0.20-3
libgadu 1.12.1-2
libgames-support 1.0.1-1
libgap 4.8.3-1
libgcrypt 1.7.0-1
libgda 5.2.4-2
libgdata 0.17.4-1
libgdm 3.20.1-1
libgee 0.18.0-1
libgeotiff 1.4.1-2
libgexiv2 0.10.3-4
libgit2 1:0.24.1-1
libgit2-glib 0.24.0-1
libglade 2.6.4-5
libglvnd 0.1.0.20160411-1
libgme 0.6.0-5
libgnome-keyring 3.12.0-2
libgnomecanvas 2.30.3-3
libgnomekbd 3.6.0-2
libgpg-error 1.21-1
libgphoto2 2.5.9-1
libgravatar 16.04.0-1
libgsf 1.14.36-1
libgsystem 2015.2-1
libgtop 2.34.0-1
libgudev 230-1
libgusb 0.2.9-1
libgweather 3.20.0-1
libgxps 0.2.3.2-1
libibus 1.5.13-1
libical 2.0.0-2
libice 1.0.9-1
libid3tag 0.15.1b-8
libidl2 0.8.14-3
libidn 1.32-1
libiec61883 1.2.0-4
libieee1284 0.2.11-5
libimobiledevice 1.2.0-3
libindi 1.2.0-4
libinput 1.2.4-1
libiptcdata 1.0.4-3
libirman 0.4.6-1
libisoburn 1.4.2-1
libisofs 1.4.2-1
libixion 0.11.0-2
libjpeg-turbo 1.4.2-2
libkactivities4 4.13.3-3
libkate 0.4.1-5
libkcddb 16.04.0-1
libkcompactdisc 16.04.0-1
libkdcraw 16.04.0-1
libkdeaccessibilityclient 0.1.1-2
libkdegames 16.04.0-1
libkdegames4 14.12.3-3
libkdepim 16.04.0-1
libkeduvocdocument 16.04.0-1
libkexiv2 16.04.0-1
libkexiv2_4 15.08.3-2
libkeybinder2 0.3.0-2
libkeybinder3 0.3.0-4
libkgapi 5.1.0-3
libkipi 16.04.0-1
libkleo 16.04.0-1
libkmahjongg 16.04.0-1
libkolab 1.0.2-2
libkolabxml 1.1.4-1
libkomparediff2 16.04.0-1
libksane4 15.08.3-3
libksba 1.3.3-1
libkscreen 5.6.3-1
libkscreen4 1.0.5-2
libksieve 16.04.0-1
libksysguard 5.6.3-1
libktnef 16.04.0-1
libktorrent 2.0.1-1
liblangtag 0.5.8-2
libldap 2.4.44-1
liblightdm-qt5 1:1.18.1-1
liblouis 2.6.5-1
liblqr 0.4.2-1
liblrdf 0.5.0-2
libmad 0.15.1b-7
libmariadbclient 10.1.13-1
libmatekbd 1.12.1-1
libmatemixer 1.12.1-1
libmateweather 1.12.1-1
libmatroska 1.4.4-1
libmbim 1.12.4-1
libmediaart 1.9.0-1
libmediainfo 0.7.84-1
libmikmod 3.3.8-1
libmm-glib 1.4.14-1
libmms 0.6.4-1
libmng 2.0.3-1
libmnl 1.0.3-2
libmodplug 0.8.8.5-2
libmp4v2 2.0.0-4
libmpc 1.0.3-1
libmpcdec 1:0.1+r475-1
libmpd 11.8.17-2
libmpeg2 0.5.1-5
libmspub 0.1.2-5
libmtp 1.1.11-1
libmusicbrainz3 3.0.3-4
libmusicbrainz5 5.1.0-2
libmwaw 0.3.6-2
libnautilus-extension 3.20.0-1
libndp 1.5-1
libnewt 0.52.19-1
libnfs 1.10.0-1
libnftnl 1.0.5-1
libnice 0.1.13-1
libnl 3.2.27-1
libnm-glib 1.0.12-1
libnotify 0.7.6-2
libnova 0.15.0-1
liboauth 1.0.3-1
libodfgen 0.1.6-1
libofa 0.9.3-6
libogg 1.3.2-1
libomxil-bellagio 0.9.3-1
liborcus 0.11.1-1
libosinfo 0.3.0-1
libotf 0.9.13-2
libotr 4.1.1-1
libpagemaker 0.0.3-1
libpaper 1.1.24-9
libpcap 1.7.4-1
libpciaccess 0.13.4-1
libpeas 1.18.0-1
libpgm 5.2.122-2
libphonenumber 7.2.5-2
libpipeline 1.4.1-1
libplist 1.12-4
libpng 1.6.21-1
libproxy 0.4.12-1
libpst 0.6.66-1
libpulse 8.0-3
libpurple 2.10.12-1
libpwquality 1.3.0-1
libqalculate 0.9.7-5
libqmi 1.12.10-1
libquvi 0.9.4-4
libquvi-scripts 0.9.20131130-3
libqzeitgeist 0.8.0-6
libraw 0.17.1-1
libraw1394 2.1.2-1
libreoffice-fresh 5.1.2-1
librevenge 0.0.4-1
librsvg 2:2.40.15-1
libsamplerate 0.1.8-3
libsasl 2.1.26-7
libseccomp 2.2.3-1
libsecret 0.18.5-1
libshout 1:2.4.1-2
libsidplay 1.36.59-7
libsigc++ 2.8.0-1
libsignon-glib 1.13-1
libsigsegv 2.10-2
libsm 1.2.2-2
libsndfile 1.0.26-1
libsodium 1.0.10-1
libsoup 2.54.0.1-1
libsoxr 0.1.2-1
libspatialite 4.3.0.a-1
libspectre 0.2.7-2
libspiro 1:0.5.20150702-1
libsrtp 1:1.5.4-1
libssh 0.7.3-1
libssh2 1.7.0-2
libstdc++5 3.3.6-5
libstemmer 0+337-2
libsynctex 2015.37497-11
libsystemd 229-3
libtar 1.2.20-2
libtasn1 4.8-1
libteam 1.23-1
libtermkey 0.18-2
libthai 0.1.24-1
libtheora 1.1.1-3
libtiff 4.0.6-2
libtiger 0.3.4-4
libtirpc 1.0.1-2
libtool 2.4.6-4
libtorrent-rasterbar 1:1.0.9-1
libtracker-sparql 1.8.0-2
libtxc_dxtn 1.0.1-6
libunique 1.1.6-6
libunistring 0.9.6-1
libunwind 1.1-3
libupnp 1.6.19-1
libusb 1.0.20-1
libusb-compat 0.1.5-1
libusbmuxd 1.0.10-1
libuser 0.62-1
libutempter 1.1.6-2
libutil-linux 2.28-1
libuv 1.9.0-1
libva 1.7.0-1
libvdpau 1.1.1-2
libvirt 1.3.3-1
libvirt-glib 0.2.3-1
libvirt-python 1.3.1-1
libvisio 0.1.5-2
libvisual 0.4.0-6
libvncserver 0.9.10-4
libvoikko 4.0.2-1
libvorbis 1.3.5-1
libvpx 1.5.0-4
libvterm 0.1.git1.c4317a6-2
libwacom 0.18-1
libwbclient 4.4.2-1
libwebp 0.5.0-1
libwmf 0.2.8.4-12
libwnck 2.31.0-1
libwnck3 3.14.1-1
libwpd 0.10.1-1
libwpg 0.3.1-1
libwps 0.4.3-1
libx11 1.6.3-1
libx264 2:148.20160103-1
libxau 1.0.8-2
libxaw 1.0.13-1
libxcb 1.11.1-1
libxcomposite 0.4.4-2
libxcursor 1.1.14-2
libxdamage 1.1.4-2
libxdmcp 1.1.2-1
libxext 1.3.3-1
libxfce4ui 4.12.1-1
libxfce4util 4.12.1-1
libxfixes 5.0.1-1
libxfont 1.5.1-1
libxft 2.3.2-1
libxi 1.7.6-1
libxinerama 1.1.3-2
libxkbcommon 0.6.1-1
libxkbcommon-x11 0.6.1-1
libxkbfile 1.0.9-1
libxklavier 5.4-1
libxml2 2.9.3+14+gd5bd2a9-1
libxmu 1.1.2-1
libxp 1.0.3-1
libxpm 3.5.11-1
libxrandr 1.5.0-1
libxrender 0.9.9-1
libxres 1.0.7-1
libxshmfence 1.2-1
libxslt 1.1.28-4
libxss 1.2.2-2
libxt 1.1.5-1
libxtst 1.2.2-1
libxv 1.0.10-1
libxvmc 1.0.9-1
libxxf86dga 1.1.4-1
libxxf86vm 1.1.4-1
libyaml 0.1.6-1
libytnef 1.5-4
libzapojit 0.0.3-2
libzen 0.4.33-1
libzip 1.1.2-1
licenses 20140629-1
lightdm 1:1.18.1-1
lightsoff 3.20.0-1
linbox 1.3.2-12
links 2.12-2
linux 4.5.1-1
linux-api-headers 4.4.1-1
linux-docs 4.5.1-1
linux-firmware 20160315.deb1d83-1
linux-headers 4.5.1-1
lirc 1:0.9.3.a-2
lldb 3.7.1-1
llvm-libs 3.7.1-1
lm_sensors 3.4.0-1
lmdb 0.9.18-1
logrotate 3.9.2-1
lokalize 16.04.0-1
love08 0.8.0-2
lpsolve 5.5.2.0-3
lrcalc 1.2-2
lrs 061-1
lsb-release 1.4-14
lua 5.3.2-1
lua51 5.1.5-4
lua51-lpeg 1.0.0-1
lua51-messagepack 0.3.4-1
lua52 5.2.4-1
lua52-bitop 1.0.2-7
lua52-expat 1.3.0-3
lua52-lpeg 1.0.0-1
lua52-luajson 1.3.3-2
lua52-socket 20160311-1
luajit 2.0.4-2
lvm2 2.02.149-1
lxappearance 0.6.2-1
lxappearance-obconf 0.2.3-1
lxde-common 0.99.1-2
lxde-icon-theme 0.5.1-2
lxdm 0.5.3-2
lxinput 0.3.5-1
lxlauncher 0.2.5-1
lxmenu-data 0.1.5-1
lxmusic 0.4.7-1
lxpanel 0.8.2-1
lxrandr 0.3.1-1
lxsession 1:0.5.2-2
lxtask 0.1.7-1
lxterminal 0.2.0-2
lynx 2.8.8-4
lz4 131-1
lzo 2.09-1
m17n-db 1.7.0-1
m17n-lib 1.7.0-1
m4 1.4.17-1
m4ri 20140914-1
m4rie 20150908-1
mailcommon 16.04.0-1
mailimporter 16.04.0-1
make 4.1-3
man-db 2.7.5-1
man-pages 4.05-1
marble 16.04.0-1
marble-data 16.04.0-1
marco 1.12.1-1
mari0 1.6-2
mariadb 10.1.13-1
mariadb-clients 10.1.13-1
mate-backgrounds 1.12.0-1
mate-common 1.12.0-1
mate-control-center 1.12.1-1
mate-desktop 1.12.1-1
mate-icon-theme 1.12.0-1
mate-menus 1.12.0-1
mate-notification-daemon 1.12.1-1
mate-panel 1.12.2-1
mate-polkit 1.12.0-1
mate-session-manager 1.12.1-1
mate-settings-daemon 1.12.1-1
mate-themes 3.20.5-2
mate-user-guide 1.12.0-1
mathjax 2.6.1-1
maxima-ecl 5.38.0-1
mdadm 3.4-1
media-player-info 22-2
mediainfo 0.7.84-1
menu-cache 1.0.1-2
mercurial 3.7.3-1
mesa 11.2.1-1
mesa-demos 8.3.0-1
mesa-libgl 11.2.1-1
messagelib 16.04.0-1
milou 5.6.3-1
mime-types 9-1
minuet 16.04.0-2
mjpegtools 2.1.0-2
mkinitcpio 19-1
mkinitcpio-busybox 1.24.1-1
mlt 6.2.0-1
mobile-broadband-provider-info 20151214-1
mod_dnssd 0.6-6
modemmanager 1.4.14-1
modemmanager-qt 5.21.0-1
mousepad 0.4.0-1
mousetweaks 3.12.0-1
mozilla-common 1.4-4
mpfi 1.5.1-1
mpfr 3.1.4-1
mpg123 1.22.4-1
mplayer 37379-7
msgpack-c 1.4.1-1
mtdev 1.1.5-1
muffin 3.0.0-1
musicbrainz 2.1.5-7
mutagen 1.31-1
mutter 3.20.1-1
namcap 3.2.6-1
nano 2.5.3-1
nasm 2.11.08-1
nautilus 3.20.0-1
nautilus-sendto 3.8.3-1
nauty 26r5-1
ncurses 6.0-4
nemo 3.0.0-1
neon 0.30.1-2
net-snmp 5.7.3-2
netbeans 8.1-2
netcdf 4.3.3.1-2
netcf 0.2.8-3
netctl 1.11-1
netpbm 10.73-1
nettle 3.2-1
network-manager-applet 1.0.10-1
networkmanager 1.0.12-1
networkmanager-qt 5.21.0-1
newt-syrup 0.2.0-1
nm-connection-editor 1.0.10-1
nodejs 5.11.0-1
nodejs-grunt-cli 1.2.0-1
noto-fonts 20151224-2
npm 3.8.7-1
npth 1.2-1
nspr 4.12-1
nss 3.23-3
ntl 9.7.1-1
ntp 4.2.8.p6-3
numactl 2.0.11-1
nvidia-dkms 364.19-1
nvidia-utils 364.19-1
ocaml 4.02.3-2
ocl-icd 2.2.9-1
octave 4.0.1-3
okteta 16.04.0-1
onboard 1.2.0-2
openal 1.17.2-2
openbabel 2.3.2-5
openbox 3.6.1-3
openbsd-netcat 1.105_7-7
opencore-amr 0.1.3-2
opendesktop-fonts 1.4.2-3
openexr 2.2.0-3
openjpeg 1.5.2-1
openjpeg2 2.1.0-1
openmpi 1.10.2-1
openresolv 3.7.2-1
openslp 2.0.0-1
openssh 7.2p2-1
openssl 1.0.2.g-3
optipng 0.7.6-1
opus 1.1.2-1
orage 4.12.1-2
orc 0.4.25-1
orca 3.20.0-2
oxygen 5.6.3-1
oxygen-icons 1:5.21.0-1
p11-kit 0.23.2-1
p7zip 9.38.1-4
packagekit 1.1.1-1
pacman 5.0.1-2
pacman-mirrorlist 20160424-1
palp 2.1-1
pam 1.2.1-3
pambase 20130928-1
pandoc 1.17.0.3-7
pango 1.40.1-1
pango-perl 1.227-1
pangomm 2.40.0-1
pangox-compat 0.0.2-2
pari-galdata 20080411-1
pari-sage 2.8.2341.g61b65cc-3
pari-seadata-small 20090618-1
parley 16.04.0-1
parted 3.2-3
pastebinit 1.4.1-1
patch 2.7.5-1
patchelf 0.8-2
pciutils 3.4.1-1
pcmanfm 1.2.4-1
pcmciautils 018-7
pcre 8.38-3
pcre2 10.21-1
pelican 3.6.3-5
perl 5.22.1-2
perl-algorithm-diff 1.1903-1
perl-archive-extract 0.76-1
perl-clone 0.38-1
perl-dbi 1.636-1
perl-error 0.17024-1
perl-exporter-tiny 0.042-1
perl-extutils-depends 0.405-1
perl-extutils-pkgconfig 1.15-1
perl-file-basedir 0.07-1
perl-goo-canvas 0.06-5
perl-gtk2-imageview 0.05-5
perl-html-parser 3.72-1
perl-html-tagset 3.20-4
perl-inc-latest 0.500-1
perl-io-string 1.08-9
perl-io-stringy 2.111-1
perl-ipc-system-simple 1.25-1
perl-list-moreutils 0.413-1
perl-locale-gettext 1.07-1
perl-log-log4perl 1.47-1
perl-module-build 0.4218-1
perl-module-pluggable 5.2-1
perl-proc-processtable 0.53-1
perl-readonly 2.01-1
perl-sgmls 1.03ii-5
perl-spiffy 0.46-1
perl-test-base 0.88-1
perl-test-differences 0.64-1
perl-text-diff 1.44-1
perl-timedate 2.30-2
perl-try-tiny 0.24-1
perl-uri 1.71-1
perl-xml-libxml 2.0124-2
perl-xml-namespacesupport 1.11-3
perl-xml-parser 2.44-2
perl-xml-sax 0.99-4
perl-xml-sax-base 1.08-3
perl-xml-sax-expat 0.51-4
perl-xml-simple 2.22-1
phonon-qt4 4.9.0-1
phonon-qt4-gstreamer 4.9.0-1
phonon-qt5 4.9.0-1
phonon-qt5-gstreamer 4.9.0-1
physfs 2.0.3-2
picmi 16.04.0-1
pidgin 2.10.12-1
pimcommon 16.04.0-1
pinentry 0.9.7-1
pixman 0.34.0-1
pkg-config 0.29.1-1
pkgbuild-introspection 8-1
planarity 2.2.0-1
plasma-desktop 5.6.3-1
plasma-framework 5.21.0-1
plasma-integration 5.6.3-1
plasma-mediacenter 5.6.3-1
plasma-meta 5.6-2
plasma-nm 5.6.3-1
plasma-pa 5.6.3-1
plasma-sdk 5.6.3-1
plasma-wayland-session 5.6.3-1
plasma-workspace 5.6.3-1
plasma-workspace-wallpapers 5.6.3-1
polari 3.20.0-1
polkit 0.113-4
polkit-gnome 0.105-3
polkit-kde-agent 5.6.3-1
polkit-qt4 0.112.0+git20160226-1
polkit-qt5 0.112.0+git20160226-1
poppler 0.42.0-1
poppler-glib 0.42.0-1
poppler-qt4 0.42.0-1
poppler-qt5 0.42.0-1
popt 1.16-7
portaudio 19_20140130-3
portmidi 217-5
postgresql-libs 9.5.2-1
potrace 1.13-1
powerdevil 5.6.3-1
poxml 16.04.0-1
ppl 1.1-2
ppp 2.4.7-2
presentproto 1.0-1
primus 20151110-5
print-manager 16.04.0-1
printproto 1.0.5-3
prison 1.1.1-2
prison-frameworks 1.2.1.20150831-2
procps-ng 3.3.11-2
proj 4.9.2-1
protobuf 2.6.1-2
protobuf-c 1.2.1-2
psmisc 22.21-3
pulseaudio 8.0-3
pulseaudio-alsa 2-3
purpose 1.0-2
pyalpm 0.8-1
pygobject-devel 3.20.0-1
pygobject2-devel 2.28.6-12
pygtk 2.24.0-6
pynac 0.6.2-1
pyqt4-common 4.11.4-4
pyqt5-common 5.5.1-2
python 3.5.1-2
python-astroid 1.4.5-1
python-atspi 2.20.1-1
python-babel 2.3.4-1
python-beaker 1.8.0-1
python-beautifulsoup4 4.4.1-1
python-blinker 1.4-2
python-cairo 1.10.0-6
python-chardet 2.3.0-2
python-cycler 0.10.0-1
python-dateutil 2.5.2-2
python-dbus 1.2.4-1
python-dbus-common 1.2.4-1
python-decorator 4.0.9-1
python-distutils-extra 2.39-1
python-docopt 0.6.2-3
python-docutils 0.12-3
python-et-xmlfile 1.0.1-1
python-feedgenerator 1.8-1
python-gmpy2 2.0.7-2
python-gobject 3.20.0-1
python-gtkspellcheck 4.0.2-3
python-imagesize 0.7.1-1
python-ipykernel 4.3.1-1
python-jdcal 1.2-1
python-jedi 0.9.0-2
python-jinja 2.8-2
python-jsonschema 2.5.1-3
python-lazy-object-proxy 1.2.1-1
python-lxml 3.6.0-1
python-mako 1.0.4-1
python-markdown 2.6.6-1
python-markupsafe 0.23-3
python-matplotlib 1.5.1-2
python-mistune 0.7.2-1
python-mock 1.3.0-3
python-mpmath 0.19-2
python-numexpr 2.5.2-1
python-numpy 1.11.0-1
python-openpyxl 2.3.4-1
python-packaging 16.7-1
python-pandas 0.18.0-1
python-path 8.2.1-1
python-pbr 1.9.1-1
python-pexpect 4.0.1-2
python-pip 8.1.1-1
python-psutil 4.1.0-1
python-ptyprocess 0.5.1-1
python-py 1.4.31-1
python-pyelftools 0.23-2
python-pyenchant 1.6.6-2
python-pyflakes 1.1.0-1
python-pygments 2.1.3-1
python-pylint 1.5.5-1
python-pyparsing 2.1.1-1
python-pypeg2 2.15.1-3
python-pyqt4 4.11.4-4
python-pyqt5 5.5.1-2
python-pytables 3.2.2-4
python-pytest 2.9.1-1
python-pytest-runner 2.7.1-1
python-pytz 2016.3-1
python-pyzmq 15.2.0-1
python-requests 2.9.1-1
python-rope 0.9.4_1-3
python-scipy 0.17.0-1
python-setuptools 1:20.9.0-1
python-sip 4.18-1
python-six 1.10.0-1
python-snowballstemmer 1.2.1-1
python-sphinx 1.4.1-2
python-sphinx-alabaster-theme 0.7.7-1
python-sphinx_rtd_theme 0.1.9-1
python-sympy 1.0-1
python-unidecode 0.04.19-2
python-urllib3 1.15.1-1
python-wrapt 1.10.8-1
python-xdg 0.25-3
python-yaml 3.11-3
python2 2.7.11-3
python2-apptools 4.4.0-1
python2-astroid 1.4.5-1
python2-atspi 2.20.1-1
python2-babel 2.3.4-1
python2-backports 1.0-1
python2-backports.shutil_get_terminal_size 1.0.0-1
python2-beaker 1.8.0-1
python2-bottle 0.12.9-1
python2-cairo 1.10.0-2
python2-cffi 1.5.2-1
python2-chardet 2.3.0-2
python2-crypto 2.6.1-3
python2-cryptography 1.3.1-1
python2-cssselect 0.9.1-3
python2-cvxopt 1.1.8-5
python2-cycler 0.10.0-1
python2-dateutil 2.5.2-2
python2-dbus 1.2.4-1
python2-decorator 4.0.9-1
python2-deepin-gsettings 0.1.20131016-1
python2-deepin-storm 0.3.20140625-1
python2-deepin-ui 1.0.4-1
python2-deepin-utils 0.1.20140509-1
python2-deepin-vte 0.28.2.20130904-1
python2-docutils 0.12-3
python2-enum34 1.1.2-1
python2-envisage 4.5.1-1
python2-et-xmlfile 1.0.1-1
python2-funcsigs 0.4-1
python2-gmpy2 2.0.7-2
python2-gobject 3.20.0-1
python2-gobject2 2.28.6-12
python2-idna 2.1-1
python2-igraph 0.7.1.post6-2
python2-imagesize 0.7.1-1
python2-ipaddr 2.1.11-1
python2-ipaddress 1.0.16-1
python2-ipy 0.83-1
python2-ipykernel 4.3.1-1
python2-jdcal 1.2-1
python2-jedi 0.9.0-2
python2-jinja 2.8-2
python2-jswebkit 0.0.3-5
python2-keybinder2 0.3.0-2
python2-lazy-object-proxy 1.2.1-1
python2-lxml 3.6.0-1
python2-m2crypto 0.24.0-1
python2-magic 5.25-3
python2-mako 1.0.4-1
python2-markupsafe 0.23-3
python2-matplotlib 1.5.1-2
python2-mock 1.3.0-3
python2-mpd 0.3.0-5
python2-mpmath 0.19-2
python2-networkx 1.11-1
python2-numexpr 2.5.2-1
python2-numpy 1.11.0-1
python2-oauthlib 1.1.0-1
python2-opengl 3.1.0-2
python2-openpyxl 2.3.4-1
python2-packaging 16.7-1
python2-pam 0.1.4-3
python2-pandas 0.18.0-1
python2-path 8.2.1-1
python2-pathlib 1.0.1-3
python2-pbr 1.9.1-1
python2-peewee 2.8.0-1
python2-pexpect 4.0.1-2
python2-pillow 3.2.0-1
python2-pip 8.1.1-1
python2-ply 3.8-1
python2-psutil 4.1.0-1
python2-ptyprocess 0.5.1-1
python2-py 1.4.31-1
python2-pyasn1 0.1.9-1
python2-pycparser 2.14-2
python2-pycurl 7.43.0-1
python2-pyflakes 1.1.0-1
python2-pygame 1.9.1-10
python2-pygments 2.1.3-1
python2-pyinotify 0.9.6-2
python2-pylint 1.5.5-1
python2-pyopenssl 16.0.0-1
python2-pyparsing 2.1.1-1
python2-pyqt4 4.11.4-4
python2-pyqt5 5.5.1-2
python2-pyquery 1.2.13-1
python2-pytest 2.9.1-1
python2-pytest-runner 2.7.1-1
python2-pytz 2016.3-1
python2-pyzmq 15.2.0-1
python2-requests 2.9.1-1
python2-requests-oauthlib 0.6.1-1
python2-rope 0.10.3-1
python2-rpy2 2.7.8-1
python2-scipy 0.17.0-1
python2-setuptools 1:20.9.0-1
python2-singledispatch 3.4.0.3-2
python2-sip 4.18-1
python2-six 1.10.0-1
python2-snowballstemmer 1.2.1-1
python2-sphinx 1.4.1-2
python2-sphinx-alabaster-theme 0.7.7-1
python2-sphinx_rtd_theme 0.1.9-1
python2-sympy 1.0-1
python2-traits 4.5.0-2
python2-twisted 16.1.1-1
python2-urllib3 1.15.1-1
python2-wnck 2.32.0-15
python2-wrapt 1.10.8-1
python2-xcffib 0.4.1-1
python2-xdg 0.25-3
python2-xlib 0.15rc1-7
python2-xpybutil 0.0.1.20151007-1
python2-zope-interface 4.1.3-2
pywebkitgtk 1.1.8-3
qbittorrent 3.3.3-2
qca-qt4 2.1.1-5
qca-qt5 2.1.1-5
qd 2.3.17-2
qemu 2.5.0-1
qhull 2015.2-1
qimageblitz 0.0.6-5
qjson 0.8.1-5
qoauth 1.0.1-6
qpdf 6.0.0-2
qqwing 1.3.4-2
qrencode 3.4.4-1
qscintilla-qt4 2.9.1-3
qt4 4.8.7-8
qt5-base 5.6.0-3
qt5-declarative 5.6.0-1
qt5-graphicaleffects 5.6.0-1
qt5-gstreamer 1.2.0-2
qt5-imageformats 5.6.0-1
qt5-location 5.6.0-1
qt5-multimedia 5.6.0-1
qt5-quickcontrols 5.6.0-1
qt5-script 5.6.0-1
qt5-sensors 5.6.0-1
qt5-svg 5.6.0-1
qt5-tools 5.6.0-2
qt5-translations 5.6.0-1
qt5-wayland 5.6.0-1
qt5-webchannel 5.6.0-1
qt5-webkit 5.6.0-4
qt5-x11extras 5.6.0-1
qt5-xmlpatterns 5.6.0-1
qtav 1.10.0-1
qtchooser 53-2
qtcurve-gtk2 1.8.18.git20151017-1
qtcurve-qt4 1.8.18.git20151017-1
qtcurve-qt5 1.8.18.git20151017-1
qtcurve-utils 1.8.18.git20151017-1
qtwebkit 2.3.4-4
quadrapassel 3.20.0-1
quazip-qt5 0.7.2-1
qupzilla 1.8.9-2
qutebrowser 0.6.1-1
r 3.2.4-2
randrproto 1.5.0-1
rankwidth 0.7-1
raptor 2.0.15-4
rarian 0.8.1-5
rasqal 1:0.9.33-1
readline 6.3.008-3
recode 3.6-8
recordproto 1.14.2-2
redland 1:1.0.17-3
reiserfsprogs 3.6.24-1
rekonq 2.4.2-5
renderproto 0.11.1-3
resourceproto 1.2.0-3
rest 0.7.93-1
rfkill 0.5-1
ristretto 0.8.0-1
rocs 16.04.0-1
rsync 3.1.2-1
rtkit 0.11-5
rtmpdump 1:2.4.r96.fa8646d-2
rubiks 20070912-2
ruby 2.3.0-2
ruby-rack 1.6.4-2
run-parts 4.7-1
rust 1:1.8.0-1
rygel 0.30.1-1
s-nail 14.8.8-1
sage-data-combinatorial_designs 20140630-1
sage-data-conway_polynomials 0.4-2
sage-data-elliptic_curves 0.8-1
sage-data-graphs 20151224-1
sage-data-polytopes_db 20120220-2
sagemath 7.1-8
samba 4.4.2-1
sane 1.0.25-1
sbc 1.3-1
schroedinger 1.0.11-3
scim 1.4.15-3
scrnsaverproto 1.2.2-2
sddm 0.13.0-2
sddm-kcm 5.6.3-1
sdl 1.2.15-7
sdl2 2.0.4-2
sdl2_image 2.0.1-1
sdl_image 1.2.12-3
sdl_mixer 1.2.12-4
sdl_ttf 2.0.11-3
seabios 1.9.1-1
seahorse 3.20.0-1
sed 4.2.2-3
semver 5.1.0-1
serf 1.3.8-2
shadow 4.2.1-3
shared-color-targets 0.1.5-1
shared-mime-info 1.6-1
signon-kwallet-extension 16.04.0-1
signon-plugin-oauth2 0.23-2
signon-ui 0.17+15.10.20150810-2
signond 8.58-1
simple-scan 3.20.0-1
singular 3.1.7.p1-17
sip 4.18-1
slang 2.3.0-1
smbclient 4.4.2-1
smpeg 0.4.5-2
snappy 1.1.3-2
socat 1.7.3.1-2
solid 5.21.0-1
sonata 1.6.2.1-12
sonnet 5.21.0-1
sound-theme-freedesktop 0.8-2
soundtouch 1.9.2-1
source-highlight 3.1.8-6
spandsp 0.0.6-1
spectacle 16.04.0-1
speech-dispatcher 0.8.3-6
speex 1.2rc2-1
speexdsp 1.2rc3-2
spice 0.12.6-2
spice-glib 0.31-1
spice-gtk3 0.31-1
spice-protocol 0.12.11-1
spyder 2.3.8-2
spyder3 2.3.8-2
sqlite 3.12.2-1
squashfs-tools 4.3-4
startdde 3.0.3-4
startup-notification 0.12-4
steam 1.0.0.51-1
step 16.04.0-1
strigi 0.7.8-9
subversion 1.9.3-2
sudo 1.8.16-1
suitesparse 4.4.5-1
supertux 0.4.0-1
sushi 3.18.0-2
swell-foop 3.20.0-1
swig 3.0.8-1
sympow 1.018.1-4
sysfsutils 2.1.0-9
systemd 229-3
systemd-sysvcompat 229-3
systemsettings 5.6.3-1
t1lib 5.1.2-5
tachyon 0.98.9-3
taglib 1.10-3
tali 3.20.0-1
talloc 2.1.6-1
tar 1.28-1
tcl 8.6.4-1
tdb 1.3.8-1
telepathy-accounts-signon 1.0-1
telepathy-farstream 0.6.2-2
telepathy-glib 0.24.1-1
telepathy-idle 0.2.0-1
telepathy-kde-accounts-kcm 16.04.0-1
telepathy-kde-approver 16.04.0-1
telepathy-kde-auth-handler 16.04.0-1
telepathy-kde-call-ui 16.04.0-1
telepathy-kde-common-internals 16.04.0-1
telepathy-kde-contact-list 16.04.0-1
telepathy-kde-contact-runner 16.04.0-1
telepathy-kde-desktop-applets 16.04.0-1
telepathy-kde-filetransfer-handler 16.04.0-1
telepathy-kde-integration-module 16.04.0-1
