kservice 5.21.0-1
kshisen 16.04.0-1
ksquares 16.04.0-1
ksshaskpass 5.6.3-1
kstars 16.04.0-1
ksysguard 5.6.3-1
ksystemlog 16.04.0-1
kteatime 16.04.0-1
ktexteditor 5.21.0-1
ktextwidgets 5.21.0-1
ktimer 16.04.0-1
ktnef 16.04.0-2
ktuberling 16.04.0-1
kturtle 16.04.0-1
kuiserver 5.6.3-1
kunitconversion 5.21.0-1
kwallet 5.21.0-1
kwallet-pam 5.6.3-1
kwalletmanager 16.04.0-1
kwayland 5.6.3-1
kwayland-integration 5.6.3-1
kwebkitpart 1.3.4-4
kwidgetsaddons 5.21.0-1
kwin 5.6.3-1
kwindowsystem 5.21.0-1
kwordquiz 16.04.0-1
kwrite 16.04.0-1
kwrited 5.6.3-1
kxmlgui 5.21.0-1
kxmlrpcclient 5.21.0-1
ladspa 1.13-6
lame 3.99.5-3
lcalc 1.23-12
lcms 1.19-5
lcms2 2.7-1
ldb 1.1.26-1
ldns 1.6.17-4
leafpad 0.8.18.1-4
leptonica 1.73-1
less 481-2
leveldb 1.18-2
lib32-acl 2.2.52-2
lib32-alsa-lib 1.1.1-1
lib32-atk 2.20.0-1
lib32-attr 2.4.47-1
lib32-bzip2 1.0.6-2
lib32-cairo 1.14.6-2
lib32-e2fsprogs 1.42.13-1
lib32-elfutils 0.166-1
lib32-expat 2.1.1-1
lib32-flac 1.3.1-2
lib32-fontconfig 2.11.95-1
lib32-freetype2 2.6.3-1
lib32-gcc-libs 5.3.0-5
lib32-gdk-pixbuf2 2.34.0-1
lib32-gettext 0.19.7-1
lib32-glib2 2.48.0-1
lib32-glibc 2.23-1
lib32-glu 9.0.0-3
lib32-gmp 6.1.0-2
lib32-gnutls 3.4.11-1
lib32-gtk2 2.24.30-1
lib32-harfbuzz 1.2.6-1
lib32-icu 57.1-1
lib32-json-c 0.12-1
lib32-keyutils 1.5.9-1
lib32-krb5 1.13.2-3
lib32-lcms2 2.7-1
lib32-libasyncns 0.8-7
lib32-libcap 2.25-1
lib32-libcups 2.1.3-1
lib32-libdatrie 0.2.10-1
lib32-libdbus 1.10.8-1
lib32-libdrm 2.4.67-1
lib32-libffi 3.2.1-1
lib32-libgcrypt 1.7.0-1
lib32-libgpg-error 1.21-1
lib32-libice 1.0.9-1
lib32-libidn 1.32-1
lib32-libjpeg-turbo 1.4.2-1
lib32-libldap 2.4.44-1
lib32-libmng 2.0.3-1
lib32-libnl 3.2.27-1
lib32-libogg 1.3.2-1
lib32-libpcap 1.7.4-1
lib32-libpciaccess 0.13.4-1
lib32-libpng 1.6.21-1
lib32-libpulse 8.0-1
lib32-libsm 1.2.2-1
lib32-libsndfile 1.0.26-1
lib32-libtasn1 4.8-1
lib32-libthai 0.1.24-1
lib32-libtiff 4.0.6-2
lib32-libtxc_dxtn 1.0.1-5
lib32-libusb 1.0.20-1
lib32-libvorbis 1.3.5-1
lib32-libx11 1.6.3-1
lib32-libxau 1.0.8-1
lib32-libxcb 1.11.1-1
lib32-libxcomposite 0.4.4-2
lib32-libxcursor 1.1.14-1
lib32-libxdamage 1.1.4-2
lib32-libxdmcp 1.1.2-1
lib32-libxext 1.3.3-1
lib32-libxfixes 5.0.1-1
lib32-libxft 2.3.2-1
lib32-libxi 1.7.6-1
lib32-libxinerama 1.1.3-1
lib32-libxml2 2.9.3-1
lib32-libxrandr 1.5.0-1
lib32-libxrender 0.9.9-1
lib32-libxshmfence 1.2-1
lib32-libxss 1.2.2-2
lib32-libxtst 1.2.2-1
lib32-libxv 1.0.10-1
lib32-libxxf86vm 1.1.4-1
lib32-llvm-libs 3.7.1-1
lib32-mesa 11.2.1-1
lib32-mesa-libgl 11.2.1-1
lib32-ncurses 6.0-2
lib32-nettle 3.2-1
lib32-openssl 1:1.0.2.g-3
lib32-p11-kit 0.23.2-1
lib32-pango 1.40.1-1
lib32-pcre 8.38-2
lib32-pixman 0.34.0-1
lib32-qt4 4.8.7-4
lib32-qtcurve-gtk2 1.8.18-2
lib32-qtcurve-qt4 1.8.18-2
lib32-qtcurve-utils 1.8.18-2
lib32-readline 6.3.008-2
lib32-sdl 1.2.15-6
lib32-sdl_image 1.2.12-3
lib32-sqlite 3.12.2-1
lib32-systemd 229-1
lib32-util-linux 2.28-1
lib32-wayland 1.10.0-1
lib32-xz 5.2.2-1
lib32-zlib 1.2.8-1
libabw 0.1.1-2
libaccounts-glib 1.21-1
libaccounts-qt 1.14-2
libaio 0.3.110-1
libakonadi-qt4 1.13.0-8
libanjuta 3.20.0-1
libao 1.2.0-1
libarchive 3.1.2-8
libart-lgpl 2.3.21-3
libass 0.13.2-1
libassuan 2.4.2-1
libastro 16.04.0-1
libasyncns 0.8-5
libatasmart 0.19-3
libatomic_ops 7.4.2-1
libavc1394 0.5.4-2
libbluray 0.9.2-1
libbsd 0.8.3-1
libburn 1.4.2.pl01-1
